N°,Fecha,Lugar,Actor o grupo social emisor,Institución y Cargo actor o grupo social emisor,Actor o grupo social Involucrado 1,Institución y Cargo actor o grupo social involucrado 1,Acontecimiento,Posición,Área,"Studio 5 – Studio 5 Noticias – Rubén Valdés Alvarado, Paola Reynaga (97.7)",Ondas del Huallaga – Noticiero Ondas del Huallaga - José Carlos Ponce de León(88.9),"Radio Noticias del Perú – Radio Noticias Huánuco Edición Central – Bequer Bejarano, Nuvith Condezo Celis, Juan Malpartida (102.5)","Primer Plano - RNP - Ítalo Guillermo, Silvia Salas (102.5)",Radio Nacional – Cuatro Suyos – Ronald Cáceres / Manuel Bejarano (100.9),Radio Sinaí - Opinión Libre - Jaime Herrera  Echevarria (90.1),Radio Rumba Perú - RTL Noticias - Koko Giles/ Juan Manuel (95.3),Radio Pulsar - El Informante - Miguel Angel Domínguez (100.5),Radio Llata - Punto de Encuentro - Carlos Chavez Firma(92.3),Radio Paraiso 96.9 - Aires de Tradición Andina - Hector Facundo Damazo,Panorama Cultural Oyonense - Maximo Samaniego - Radio Oyon (102.5),Noticiero Musical - Hector Facundo Damazo - Radio Sol - Oyon,Radio La Altura 7-9am,Radio UNHEVAL – Noticiero (96.1)
5385,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Municipalidad Distrital de Amarilis,,"Informó que 2 importantes obras esperan financiamiento del Gobierno Nacional para iniciar su ejecución en el distrito de Amarilis: agua y desagüe en 2 localidades y el mejoramiento de una institución educativa, según se dio a conocer en el informe de los 100 días de gestión de la Municipalidad Distrital de Amarilis.",Gris,Infraestructura,,,,,,1.0,,,,,,,,
5386,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Antonio Jara,Alcalde de la provincia de Huánuco,"Comentó que vecinos manifestaron que pasaron 100 días de gestión y el alcalde de la provincia de Huánuco, Antonio Jara, aún no hizo hecho nada por solucionar la cantidad de baches en las calles de Huánuco que se encuentran agrietadas; además, mencionó que los desniveles en la pista se deben a que esta recibe mantenimiento en varios años y urge un cambio en la pavimentación.",Celeste,Transporte,,,,,,1.0,,,,,,,,
5387,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Nelly Mejía Alcedo,Directora de la institución educativa integrado Felipe Huamán Poma de Ayala,"Mencionó que el alumnado de la institución educativa integrado Felipe Huamán Poma de Ayala N° 32108 de Quircán Chico, en el distrito de San Pedro de Chaulán, carece de ambientes adecuados y estudian en aulas precarias construidas por la misma comunidad. En esa línea, comentó que Nelly Mejía Alcedo, directora del colegio, manifestó que la Dirección Regional de Educación de Huánuco y la UGEL Huánuco, no envían más docentes a dicha institución educativa que en la actualidad cuenta solo con 9 docentes para 126 alumnos.",Celeste,Educación,,,,,,1.0,,,,,,,,
5388,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Heber Huaynate,Director regional de Educación de Huánuco,"Comentó que el director regional de Educación de Huánuco, Heber Huaynate, y la UGEL Huánuco no tienen en agenda y no les importa la institución educativa Felipe Huamán Poma de Ayala la cual carece infraestructura y material educativa.",Celeste,Educación,,,,,,1.0,,,,,,,,
5389,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Antonio Pulgar,Gobernador regional de Huánuco,"Señaló que la exposición del informe de 100 días de gestión por parte del gobernador regional de Huánuco, Antonio Pulgar, más pareció una campaña, donde prometía de todo, cuando lo lógico era tener en la exposición a su equipo técnico y mostrar qué avances se hicieron en su gestión, o si tiene una agenda de desarrollo a favor de las provincias alejadas como Puerto Inca.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
5390,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Municipalidad Provincial de Huánuco,,"Reveló que la Municipalidad Provincial de Huánuco, en ejecución del presupuesto de proyectos de inversión, hasta hoy tiene un avance del 0.8%, mientras que la Municipalidad Distrital de Amarilis tiene 0% de avance.",Celeste,Municipalidad,,,,,,1.0,,,,,,,,
5391,2023-04-25,Ayacucho,Jaime Herrera,Periodista,Antonio Pulgar,Gobernador regional de Huánuco,"Comentó que el gobernador regional de Huánuco, Antonio Pulgar, anunció la construcción de un hospital oncológico, por lo que preguntó cómo es posible pensar en ello cuando se tiene centros de salud sin medicamentos, un hospital incompleto en Tingo María o el Hospital Regional Hermilio Valdizán con falta de equipos, además preocupa el aumento de la anemia de 41% a 52% en la región Huánuco, problema que aún no es atendido.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
5392,2023-04-25,Ayacucho,Gilmer Gómez,Presidente del Frente Patriótico de Huánuco,Antonio Pulgar,Gobernador regional de Huánuco,"Mencionó que la semana pasada, junto a las autoridades de Pachas, se acordó con el gobernador regional de Huánuco, Antonio Pulgar, que este jueves 27 sostendrán una reunión para ver el tema de demarcación territorial entre Ancash y Huánuco, el cual no fue mencionado por el gobernador en su informe de 100 días de gestión, donde se pasó prometiendo y no habló sobre temas importantes, por ejemplo, no dijo nada sobre corrupción, ejecución de proyectos productivos o el cambio de sus gerentes.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
5393,2023-04-25,Ayacucho,Daniel Mayo Falcón,Periodista,Diana Plejo,Alcaldesa del distrito de Pillco Marca,"Comentó que la alcaldesa del distrito de Pillco Marca, Diana Plejo, presentó su informe de 100 días de gestión el último lunes donde destacó su labor en el ordenamiento del transporte y el lanzamiento de campañas de salud.",Gris,Gobierno Locales,1.0,,,,,,,,,,,,,
5394,2023-04-25,Ayacucho,Kandy Yaniny Vargas Aguirre,Consejera regional de Huánuco,Gobierno Regional de Huánuco,,"Sobre la exposición del informe de 100 días de gestión del Gobierno Regional de Huánuco, destacó la transferencia de presupuesto a las municipalidades para la ejecución de obras, porque se conoce que las comunas cuentas con un monto irrisorio que les imposibilita realizar obras de gran envergadura; adicionalmente, consideró importante esta transferencia porque corta esta costumbre de devolver millones de soles en presupuesto cada año, como ocurrió con las anteriores gestiones. ",Gris,Gobierno Regional,1.0,,,,,,,,,,,,,
5395,2023-04-26,Ayacucho,José Ponce de León,Periodista,Antonio Jara,Alcalde de la provincia de Huánuco,"Informó que el alcalde de la provincia de Huánuco, Antonio Jara, gestionó 90 millones de soles para carreteras, puentes y obras de infraestructura.",Gris,Presupuesto,1.0,1.0,,,,1.0,,,,,,,,
5396,2023-04-26,Ayacucho,José Ponce de León,Periodista,Antonio Jara,Alcalde de la provincia de Huánuco,"Mencionó que, en su exposición por 100 días de gestión, el alcalde de la provincia de Huánuco, Antonio Jara, reclamó al gobernador regional de Huánuco, Antonio Pulgar, por no priorizar inversiones en su comuna.",Celeste,Gobierno Locales,1.0,1.0,,,,1.0,,,,,,,,
5397,2023-04-26,Ayacucho,José Ponce de León,Periodista,,,Reveló que la jefa de obstetras del Hospital Carlos Showing Ferrari renunció para no ser cómplice de abusos a pacientes.,Gris,Salud,1.0,1.0,,,,1.0,,,,,,,,
5398,2023-04-26,Ayacucho,José Ponce de León,Periodista,Rafael Céspedes,Consejero delegado de Huánuco,"Mencionó que el consejero delegado de Huánuco, Rafael Céspedes, aseguró que esperaba anuncios más concretos en balance del gobernador regional de Huánuco, Antonio Pulgar.",Celeste,Gobierno Regional,1.0,1.0,,,,1.0,,,,,,,,
5399,2023-04-26,Ayacucho,José Ponce de León,Periodista,,,"Informó que vecinos del distrito de Amarilis rechazaron la instalación de una antena de la empresa Telecom Business en un área verde declarada intangible. Al respecto, comentó que desde hace buen tiempo en Amarilis se están entregando áreas intangibles para usos de intereses particulares; por lo que preguntó dónde está la fiscalía para que investigue estos hechos que van en contra de la tranquilidad de los vecinos.",Celeste,Municipalidad,,1.0,,,,,,,,,,,,
5400,2023-04-26,Ayacucho,José Ponce de León,Periodista,,,"Comentó que las autoridades fueron elegidas para hacer el cambio, para dar la vuelta a la enorme carreta burocrática y no entrampar a la gente en la fragilidad de un pésimo sistema.",Gris,Política,,1.0,,,,,,,,,,,,
5401,2023-04-26,Ayacucho,Mauro Quispe,Corresponsal de Ondas del Huallaga,Héctor Alania,Alcalde del distrito de Molino,"Desde la provincia de Pachitea, mencionó que ayer la población del distrito de Molino recibió el informe de 100 días de su alcalde, Héctor Alania, contra quien dispararon comentarios buenos y malos, y también contra los regidores porque algunos de ellos no estarían trabajando como corresponde y por el contrario estarían pensando en incrementarse las dietas.",Celeste,Gobierno Locales,,1.0,,,,,,,,,,,,
5402,2023-04-26,Ayacucho,Juan Ferrer,Exconsejero regional de Huánuco,Municipalidad Distrital de Amarilis,,"Comentó que empresas como Claro y Movistar tienen sus antenas fuera del área urbana de la ciudad de Huánuco y con ello logran mayor cobertura, caso contrario con la empresa que pretende instalar su antena en un área verde declarada intangible en el distrito de Amarilis. Al respecto, señaló que hay algo oscuro detrás de esta instalación y que viene de la Municipalidad Distrital de Amarilis que entregó a la empresa (Telecom Business) el permiso para que ponga su antena en una zona poblada cuya población reaccionó y no permitió hasta ahora la instalación.",Celeste,Gobierno Locales,,1.0,,,,,,,,,,,,
5403,2023-04-26,Ayacucho,Jaime Herrera,Periodista,,,"Mencionó que, en la región de Huánuco, hasta el mes de marzo del presenta año, más de 170 colegios públicos fueron declarados en estado de emergencia, afectando a 80 mil escolares.",Gris,Educación,,,,,,1.0,,,,,,,,
5404,2023-04-26,Ayacucho,Jaime Herrera,Periodista,Antonio Pulgar,Gobernador regional de Huánuco,"Comentó que, en lugar de ofrecer un balance de sus 100 primeros días de gestión, el gobernador regional de Huánuco, Antonio Pulgar, hizo una serie de ofrecimientos y promesas de obras durante rendición de cuentas de 100 días de gestión, donde solo resaltó que gestionó ante el Ministerio de Transportes y Comunicaciones el financiamiento para el asfaltado de la vía Rancho-Panao-Rumichaca y la carretera Pasco-Tingo María, proyectos que recién se licitarán a fin de año.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
5405,2023-04-26,Ayacucho,Jaime Herrera,Periodista,Municipalidad Distrital de San Pablo de Pillao,,"Informó que el centro de salud de Pillao es otro de los establecimientos declarados inhabitables desde hace más de diez años, de acuerdo con el director de la Red de Salud, Wilmer Espinoza Torres, quien reveló que la Municipalidad Distrital de San Pablo de Pillao se comprometió en hacer el mantenimiento del centro de salud para que el personal pueda volver a trabajar en mejores ambientes.",Gris,Salud,,,,,,1.0,,,,,,,,
5406,2023-04-26,Ayacucho,Jaime Herrera,Periodista,Mauro Torres,Comerciante,"Comentó que la convulsión social que se vivió en el país perjudicó las ventas de los empresarios en los primeros meses del año. En tal sentido, mencionó que el dueño de la tienda Backstage, Mauro Torres, comentó que las ventas comenzaron a bajar durante la convulsión social y que hubo miedo de abrir las tiendas porque no se sabía qué clase de personas se infiltraban en las protestas, situación en la que no se generó una ganancia favorable para el sector retail, perjudicando el ingreso financiero del empresario y retrasando el pago de alquileres, servicios, tributos, entre otros.",Celeste,Economía,,,,,,1.0,,,,,,,,
5407,2023-04-26,Ayacucho,Jaime Herrera,Periodista,Ministerio de Comercio Exterior y Turismo,,"Mencionó que Huánuco incrementó sus exportaciones en primer bimestre de 2023, destacando la venta de palta y frijoles, alcanzando exportaciones por 1.6 millones de dólares, según informó el Ministerio de Comercio Exterior y Turismo que destacó que 11 regiones del país elevaron sus exportaciones en el primer bimestre del año.",Gris,Agropecuario,,,,,,1.0,,,,,,,,
5408,2023-04-26,Ayacucho,Jaime Herrera,Periodista,Programa Nacional de Infraestructura Educativa (PRONIED),,"Informó que en la provincia de Leoncio Prado inauguraron infraestructura educativa que demandó más de 4 millones de soles, obra que contó con la asistencia técnica del PRONIED y fue ejecutada por la Municipalidad Distrital de Hermilio Valdizán.",Gris,Educación,,,,,,1.0,,,,,,,,
5409,2023-04-26,Ayacucho,Osvaldo Arteaga,Miembro del Frente Patriótico de Huánuco,Gobierno Regional de Huánuco,,"Comentó que se esperaba que tanto el Gobierno Regional de Huánuco como la Municipalidad Provincial de Huánuco brindaran un informe de 100 días de gestión más detallado y positivo, sin embargo, solo se vio una campaña junto a portátiles que apoyaban las promesas de las autoridades.",Celeste,Gobierno Regional,,,,,,1.0,,,,,,,,
5410,2023-04-26,Ayacucho,David Campos Grados,Periodista,Antonio Jara,Alcalde de la provincia de Huánuco,"Manifestó que fueron 100 días de gestión perdidos para la ciudad de Huánuco, donde no se ejecutó ninguna obra de trascendencia para la provincia de Huánuco cuyo alcalde, Antonio Jara, solo se preocupó en pelearse con dirigentes, transportistas y el gobernador regional de Huánuco.",Celeste,Gobierno Locales,,,,,,1.0,,,,,,,,
5411,2023-04-26,Ayacucho,José Kusunoki,Comentarista de Opinión Libre,Municipalidad Provincial de Huánuco,,"Mencionó que en la región Huánuco hay varios distritos que tienen 0% en avance de gasto en proyectos de inversión. En ese sentido, informó que en la provincia de Ambo estos distritos son Tomayquichua y Cayna; en la provincia de Dos de mayo son Marías, Shunqui y Sillapata; en la provincia de Huacaybamba son Canchabamba y la provincial; en la provincia de Huamalíes son Jacas Grande y Miraflores; en la provincia de Yarowilca el distrito de Choras; en la provincia de Leoncio Prado el distrito Luyando; y en la provincia de Huánuco el distrito de Amarilis; y en el caso de la Municipalidad Provincial de Huánuco, reveló que dicha comuna está con 1% en avance de inversión.",Celeste,Gobierno Locales,,,,,,1.0,,,,,,,,
